Departure,Return,Departure station,Return station,Covered distance (m),Duration (sec.),Geocoded Departure Station,Geocoded Return Station
2024-09-01 10:23:31,2024-09-01 11:26:42,011 Plan Cabanes,010 Rondelet,1021.0,381,43.608824,48.532387
2024-09-01 10:23:00,2024-09-01 14:52:17,021 Port Marianne,021 Port Marianne,24136.0,16154,43.6059165,43.6059165
2024-09-01 10:21:56,2024-09-01 14:52:26,021 Port Marianne,021 Port Marianne,24107.0,16227,43.6059165,43.6059165
2024-09-01 10:21:31,2024-09-01 10:58:28,019 Louis Blanc,012 Boutonnet,6089.0,2213,49.254858739999996,44.9782454
2024-09-01 10:18:37,2024-09-01 10:31:48,044 Celleneuve,057 Saint-Guilhem,3322.0,787,43.6137045,43.8573737
2024-09-01 10:03:04,2024-09-01 10:08:47,044 Celleneuve,049 Tonnelles,667.0,339,43.6137045,45.3878932
2024-09-01 10:01:58,2024-09-01 10:08:53,044 Celleneuve,049 Tonnelles,716.0,412,43.6137045,45.3878932
2024-09-01 09:57:09,2024-09-01 10:11:25,046 Père Soulas,002 Comédie,2626.0,852,43.629507950000004,43.60918635
2024-09-01 09:36:22,2024-09-01 09:42:24,005 Corum,005 Corum,245.0,356,34.99256242424242,34.99256242424242
2024-09-01 09:33:37,2024-09-01 09:47:23,044 Celleneuve,011 Plan Cabanes,3173.0,821,43.6137045,43.608824
2024-09-01 09:32:14,2024-09-01 09:41:15,012 Boutonnet,036 Occitanie,2299.0,537,44.9782454,43.46674525
2024-09-01 09:31:48,2024-09-01 09:52:00,036 Occitanie,002 Comédie,4198.0,1207,43.46674525,43.60918635
2024-09-01 09:17:38,2024-09-01 09:18:00,013 Emile Combes,013 Emile Combes,0.0,17,48.0988877,48.0988877
2024-09-01 09:16:58,2024-09-01 09:17:22,013 Emile Combes,013 Emile Combes,0.0,18,48.0988877,48.0988877
2024-09-01 08:46:15,2024-09-01 10:21:50,021 Port Marianne,021 Port Marianne,19188.0,5730,43.6059165,43.6059165
2024-09-01 08:39:58,2024-09-01 18:04:43,011 Plan Cabanes,011 Plan Cabanes,10046.0,33881,43.608824,43.608824
2024-09-01 07:16:50,2024-09-01 07:38:43,044 Celleneuve,043 Sabines,5770.0,1309,43.6137045,21.1237455
2024-09-01 06:39:16,2024-09-01 06:54:19,025 Nouveau Saint-Roch,043 Sabines,2850.0,898,43.1205741,21.1237455
2024-09-01 06:23:29,2024-09-01 06:38:16,026 Renouvier,021 Port Marianne,3918.0,882,42.62099,43.6059165
2024-09-01 06:22:04,2024-09-01 07:00:25,057 Saint-Guilhem,034 Vert Bois,5043.0,2297,43.8573737,45.561860922767686
2024-09-01 06:21:42,2024-09-01 07:03:53,057 Saint-Guilhem,034 Vert Bois,4992.0,2526,43.8573737,45.561860922767686
2024-09-01 06:19:59,2024-09-01 06:23:12,026 Renouvier,026 Renouvier,134.0,189,42.62099,42.62099
2024-09-01 05:42:43,2024-09-01 05:55:25,044 Celleneuve,036 Occitanie,3336.0,757,43.6137045,43.46674525
2024-09-01 05:38:58,2024-09-01 05:55:17,036 Occitanie,030 Charles Flahault,3759.0,975,43.46674525,43.6207037
2024-09-01 05:38:03,2024-09-01 05:38:22,036 Occitanie,036 Occitanie,0.0,15,43.46674525,43.46674525
2024-09-01 05:36:21,2024-09-01 19:28:04,024 Cité Mion,012 Boutonnet,8566.0,49900,43.5972995,44.9782454
2024-09-01 05:34:54,2024-09-01 05:35:47,024 Cité Mion,024 Cité Mion,0.0,49,43.5972995,43.5972995
2024-09-01 05:22:43,2024-09-01 05:28:05,005 Corum,019 Louis Blanc,383.0,317,34.99256242424242,49.254858739999996
2024-09-01 05:10:52,2024-09-01 05:34:26,002 Comédie,057 Saint-Guilhem,655.0,1410,43.60918635,43.8573737
2024-09-01 05:03:23,2024-09-01 05:32:41,002 Comédie,036 Occitanie,4584.0,1754,43.60918635,43.46674525
2024-09-01 04:56:13,2024-09-01 05:21:15,005 Corum,030 Charles Flahault,3514.0,1498,34.99256242424242,43.6207037
2024-09-01 04:56:08,2024-09-01 05:02:53,002 Comédie,002 Comédie,12.0,401,43.60918635,43.60918635
2024-09-01 04:55:33,2024-09-01 05:32:52,002 Comédie,036 Occitanie,4972.0,2235,43.60918635,43.46674525
2024-09-01 04:48:09,2024-09-01 05:13:05,005 Corum,011 Plan Cabanes,1995.0,1491,34.99256242424242,43.608824
2024-09-01 04:38:07,2024-09-01 04:39:15,002 Comédie,002 Comédie,2.0,63,43.60918635,43.60918635
2024-09-01 04:36:10,2024-09-01 04:39:38,002 Comédie,002 Comédie,6.0,203,43.60918635,43.60918635
2024-09-01 04:34:46,2024-09-01 04:51:40,057 Saint-Guilhem,047 Place Viala,3316.0,1009,43.8573737,43.8823078
2024-09-01 04:32:08,2024-09-01 04:56:18,019 Louis Blanc,036 Occitanie,3538.0,1445,49.254858739999996,43.46674525
2024-09-01 04:31:24,2024-09-01 04:56:38,019 Louis Blanc,036 Occitanie,3540.0,1509,49.254858739999996,43.46674525
2024-09-01 04:25:04,2024-09-01 04:48:47,049 Tonnelles,005 Corum,3988.0,1418,45.3878932,34.99256242424242
2024-09-01 04:13:24,2024-09-01 04:21:31,002 Comédie,002 Comédie,12.0,482,43.60918635,43.60918635
2024-09-01 04:11:53,2024-09-01 04:16:51,002 Comédie,002 Comédie,22.0,294,43.60918635,43.60918635
2024-09-01 04:11:23,2024-09-01 04:11:44,002 Comédie,002 Comédie,0.0,16,43.60918635,43.60918635
2024-09-01 04:11:06,2024-09-01 04:44:27,057 Saint-Guilhem,046 Père Soulas,2378.0,1996,43.8573737,43.629507950000004
2024-09-01 04:04:08,2024-09-01 04:51:38,057 Saint-Guilhem,047 Place Viala,3446.0,2844,43.8573737,43.8823078
2024-09-01 04:02:44,2024-09-01 04:13:46,002 Comédie,014 Beaux-Arts,2046.0,659,43.60918635,40.90263984580557
2024-09-01 04:00:40,2024-09-01 04:12:07,019 Louis Blanc,024 Cité Mion,2613.0,683,49.254858739999996,43.5972995
2024-09-01 03:56:10,2024-09-01 04:42:37,002 Comédie,012 Boutonnet,1723.0,2782,43.60918635,44.9782454
2024-09-01 03:51:25,2024-09-01 04:26:08,019 Louis Blanc,036 Occitanie,3269.0,2077,49.254858739999996,43.46674525
2024-09-01 03:45:32,2024-09-01 03:56:20,009 Observatoire,014 Beaux-Arts,1460.0,644,48.8295667,40.90263984580557
2024-09-01 03:44:13,2024-09-01 03:44:47,009 Observatoire,009 Observatoire,0.0,29,48.8295667,48.8295667
2024-09-01 03:43:25,2024-09-01 03:56:27,009 Observatoire,014 Beaux-Arts,2346.0,778,48.8295667,40.90263984580557
2024-09-01 03:23:59,2024-09-01 03:29:57,031 Voltaire,021 Port Marianne,1374.0,354,-34.767171000000005,43.6059165
2024-09-01 03:21:20,2024-09-01 03:59:16,002 Comédie,002 Comédie,0.0,2272,43.60918635,43.60918635
2024-09-01 03:20:50,2024-09-01 03:21:14,002 Comédie,002 Comédie,2.0,19,43.60918635,43.60918635
2024-09-01 03:19:31,2024-09-01 03:19:50,002 Comédie,002 Comédie,0.0,15,43.60918635,43.60918635
2024-09-01 02:53:31,2024-09-01 03:26:59,036 Occitanie,002 Comédie,4843.0,2003,43.46674525,43.60918635
2024-09-01 02:53:07,2024-09-01 03:14:41,036 Occitanie,005 Corum,4188.0,1291,43.46674525,34.99256242424242
2024-09-01 02:24:19,2024-09-01 03:01:39,030 Charles Flahault,035 Malbosc,3506.0,2236,43.6207037,44.3462912
2024-09-01 02:23:56,2024-09-01 02:51:02,002 Comédie,036 Occitanie,4659.0,1621,43.60918635,43.46674525
2024-09-01 02:21:18,2024-09-01 02:51:05,002 Comédie,036 Occitanie,4774.0,1783,43.60918635,43.46674525
2024-09-01 02:20:41,2024-09-01 02:21:32,029 Richter,029 Richter,0.0,46,43.12495056853164,43.12495056853164
2024-09-01 02:19:04,2024-09-01 02:19:25,025 Nouveau Saint-Roch,025 Nouveau Saint-Roch,0.0,16,43.1205741,43.1205741
2024-09-01 02:15:57,2024-09-01 02:20:23,009 Observatoire,002 Comédie,210.0,261,48.8295667,43.60918635
2024-09-01 02:14:05,2024-09-01 02:34:16,013 Emile Combes,029 Richter,4347.0,1205,48.0988877,43.12495056853164
2024-09-01 02:13:02,2024-09-01 09:18:40,013 Emile Combes,013 Emile Combes,0.0,25534,48.0988877,48.0988877
2024-09-01 02:12:18,2024-09-01 02:13:04,013 Emile Combes,013 Emile Combes,0.0,41,48.0988877,48.0988877
2024-09-01 01:57:53,2024-09-01 02:02:20,031 Voltaire,009 Observatoire,786.0,262,-34.767171000000005,48.8295667
2024-09-01 01:50:56,2024-09-01 02:22:38,012 Boutonnet,011 Plan Cabanes,4096.0,1762,44.9782454,43.608824
2024-09-01 01:50:47,2024-09-01 01:51:29,012 Boutonnet,012 Boutonnet,0.0,37,44.9782454,44.9782454
2024-09-01 01:45:18,2024-09-01 01:57:15,028 Saint-Denis,033 Garcia Lorca,2511.0,712,48.59514509,-32.41872631836735
2024-09-01 01:43:24,2024-09-01 01:50:33,007 Foch,047 Place Viala,1627.0,424,46.715742,43.8823078
2024-09-01 01:33:43,2024-09-01 01:44:03,030 Charles Flahault,005 Corum,1517.0,617,43.6207037,34.99256242424242
2024-09-01 01:31:44,2024-09-01 01:43:47,030 Charles Flahault,005 Corum,1617.0,718,43.6207037,34.99256242424242
2024-09-01 01:26:10,2024-09-01 01:26:31,002 Comédie,002 Comédie,0.0,17,43.60918635,43.60918635
2024-09-01 01:24:40,2024-09-01 01:25:01,002 Comédie,002 Comédie,0.0,17,43.60918635,43.60918635
2024-09-01 01:16:14,2024-09-01 03:55:43,019 Louis Blanc,036 Occitanie,3363.0,9564,49.254858739999996,43.46674525
2024-09-01 01:15:40,2024-09-01 03:55:46,019 Louis Blanc,036 Occitanie,3371.0,9601,49.254858739999996,43.46674525
2024-09-01 01:07:56,2024-09-01 01:18:06,046 Père Soulas,036 Occitanie,2554.0,605,43.629507950000004,43.46674525
2024-09-01 01:05:38,2024-09-01 01:19:54,034 Vert Bois,019 Louis Blanc,2811.0,851,45.561860922767686,49.254858739999996
2024-09-01 01:04:57,2024-09-01 01:11:02,005 Corum,015 Les Aubes,1300.0,359,34.99256242424242,44.9765974
2024-09-01 01:03:44,2024-09-01 01:04:50,034 Vert Bois,034 Vert Bois,20.0,61,45.561860922767686,45.561860922767686
2024-09-01 01:00:27,2024-09-01 01:00:52,012 Boutonnet,012 Boutonnet,0.0,20,44.9782454,44.9782454
2024-09-01 00:49:49,2024-09-01 01:00:14,034 Vert Bois,046 Père Soulas,2468.0,620,45.561860922767686,43.629507950000004
2024-09-01 00:45:20,2024-09-01 00:55:50,047 Place Viala,002 Comédie,2519.0,624,43.8823078,43.60918635
2024-09-01 00:44:55,2024-09-01 00:55:45,047 Place Viala,002 Comédie,2487.0,646,43.8823078,43.60918635
2024-09-01 00:37:54,2024-09-01 00:44:36,007 Foch,012 Boutonnet,1419.0,397,46.715742,44.9782454
2024-09-01 00:32:53,2024-09-01 00:39:48,009 Observatoire,031 Voltaire,1139.0,414,48.8295667,-34.767171000000005
2024-09-01 00:18:12,2024-09-01 00:32:52,012 Boutonnet,034 Vert Bois,1813.0,876,44.9782454,45.561860922767686
2024-09-01 00:08:54,2024-09-01 00:17:17,005 Corum,012 Boutonnet,1790.0,498,34.99256242424242,44.9782454
2024-09-01 00:07:22,2024-09-01 00:13:37,009 Observatoire,011 Plan Cabanes,771.0,371,48.8295667,43.608824
2024-09-01 00:06:42,2024-09-01 00:07:05,009 Observatoire,009 Observatoire,0.0,15,48.8295667,48.8295667
2024-09-01 00:05:23,2024-09-01 00:05:43,009 Observatoire,009 Observatoire,0.0,16,48.8295667,48.8295667
2024-09-01 00:04:19,2024-09-01 00:05:06,009 Observatoire,009 Observatoire,6.0,43,48.8295667,48.8295667
2024-09-01 00:02:01,2024-09-01 00:10:37,023 Les Arceaux,046 Père Soulas,1488.0,507,44.4849308,43.629507950000004
2024-09-01 00:01:27,2024-09-01 00:10:41,023 Les Arceaux,046 Père Soulas,1468.0,545,44.4849308,43.629507950000004
