id_local,id_osm,code_com_d,ame_d,sens_d,local_d,statut_d,code_com_g,ame_g,sens_g,statut_g,date_maj
id_loc921858766,way/921858766,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-03-24
id_loc921858765,way/921858765,34172,AUTRE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-03-24
id_loc363734153,way/363734153,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-08-06
id_loc449390715,way/449390715,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-05-04
id_loc1279694086,way/1279694086,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-05-04
id_loc449390714,way/449390714,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-08-06
id_loc299746455,way/299746455,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-08-06
id_loc299746456,way/299746456,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2021-08-06
id_loc299746453,way/299746453,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-12-17
id_loc121243805,way/121243805,34169,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34169,AUCUN,,EN SERVICE,2021-04-13
id_loc930338575,way/930338575,34169,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34169,AUCUN,,EN SERVICE,2021-04-13
id_loc930338573,way/930338573,34169,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34169,AUCUN,,EN SERVICE,2021-04-13
id_loc644034305,way/644034305,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-08-26
id_loc48823459,way/48823459,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-10-24
id_loc374829526,way/374829526,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc298749903,way/298749903,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-14
id_loc919235415,way/919235415,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc919235416,way/919235416,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-07
id_loc919235417,way/919235417,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-02-24
id_loc762858670,way/762858670,34172,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-14
id_loc294834036,way/294834036,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc48823448,way/48823448,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-07
id_loc546591673,way/546591673,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc546591671,way/546591671,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc562572909,way/562572909,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc547914773,way/547914773,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc547914770,way/547914770,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc145145970,way/145145970,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-06-10
id_loc26550331,way/26550331,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-23
id_loc762858673,way/762858673,34172,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-02-24
id_loc162938366,way/162938366,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-04-29
id_loc1237990628,way/1237990628,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-01-08
id_loc374829534,way/374829534,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-08-26
id_loc137330741,way/137330741,34116,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34116,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2023-12-30
id_loc173297159,way/173297159,34116,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34116,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-03-29
id_loc374680200,way/374680200,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc918852994,way/918852994,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-05-17
id_loc25707760,way/25707760,34172,COULOIR BUS+VELO,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc374680202,way/374680202,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc1324644117,way/1324644117,34172,COULOIR BUS+VELO,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-10-17
id_loc1250411390,way/1250411390,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-02-14
id_loc1221327502,way/1221327502,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc132932582,way/132932582,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2016-07-06
id_loc1221327501,way/1221327501,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc1221327505,way/1221327505,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc374680197,way/374680197,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-17
id_loc374680198,way/374680198,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-17
id_loc429457087,way/429457087,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-17
id_loc429457086,way/429457086,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2017-10-19
id_loc374680201,way/374680201,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc374680492,way/374680492,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-05-17
id_loc374680199,way/374680199,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2017-10-19
id_loc374680449,way/374680449,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-04-28
id_loc296695005,way/296695005,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-03-19
id_loc1250411391,way/1250411391,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-02-14
id_loc1221327503,way/1221327503,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-05
id_loc281125790,way/281125790,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-02-14
id_loc1221327504,way/1221327504,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-02-14
id_loc374829490,way/374829490,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-17
id_loc132845246,way/132845246,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2018-04-06
id_loc251526447,way/251526447,34172,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2022-03-23
id_loc25893511,way/25893511,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-05-16
id_loc200516250,way/200516250,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-27
id_loc249860707,way/249860707,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-27
id_loc249860708,way/249860708,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-03-19
id_loc132932917,way/132932917,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc1051460671,way/1051460671,34116,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34116,AUCUN,,EN SERVICE,2022-04-13
id_loc1051460672,way/1051460672,34123,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34123,AUCUN,,EN SERVICE,2022-08-17
id_loc374680463,way/374680463,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc511920376,way/511920376,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2024-03-06
id_loc374680466,way/374680466,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc25816950,way/25816950,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc155686428,way/155686428,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc374680493,way/374680493,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc374680469,way/374680469,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc120656681,way/120656681,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2012-03-18
id_loc374680450,way/374680450,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-10-10
id_loc26542068,way/26542068,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2019-04-11
id_loc120656674,way/120656674,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2019-05-25
id_loc256803237,way/256803237,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-07
id_loc561986909,way/561986909,34337,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34337,AUCUN,,EN SERVICE,2023-05-18
id_loc26282004,way/26282004,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2021-08-06
id_loc639480545,way/639480545,34123,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34123,AUCUN,,EN SERVICE,2024-01-20
id_loc639480547,way/639480547,34123,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34123,AUCUN,,EN SERVICE,2024-01-20
id_loc1280032524,way/1280032524,34116,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34116,AUCUN,,EN SERVICE,2024-05-05
id_loc445157305,way/445157305,34337,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34337,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2023-11-14
id_loc371360708,way/371360708,34337,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34337,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2023-11-14
id_loc31450101,way/31450101,34337,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34337,AUCUN,,EN SERVICE,2024-10-14
id_loc340364942,way/340364942,34270,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34270,AUCUN,,EN SERVICE,2015-04-24
id_loc804454664,way/804454664,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-17
id_loc676866134,way/676866134,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2019-03-14
id_loc295849662,way/295849662,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2024-01-18
id_loc722380911,way/722380911,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2024-01-18
id_loc53351887,way/53351887,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2018-02-20
id_loc547914763,way/547914763,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2017-12-19
id_loc162938371,way/162938371,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2017-12-19
id_loc547914757,way/547914757,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2017-12-19
id_loc48823391,way/48823391,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-04-07
id_loc162938351,way/162938351,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-16
id_loc249807280,way/249807280,34172,VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-12
id_loc673991961,way/673991961,34172,VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-11-12
id_loc249875351,way/249875351,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2019-03-16
id_loc547914737,way/547914737,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-15
id_loc95916470,way/95916470,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-15
id_loc547914740,way/547914740,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-15
id_loc162938350,way/162938350,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-15
id_loc95916469,way/95916469,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2022-11-16
id_loc946638210,way/946638210,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-15
id_loc28996338,way/28996338,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-10-27
id_loc296707599,way/296707599,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-06-12
id_loc547914735,way/547914735,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-04-07
id_loc547914732,way/547914732,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-10-27
id_loc28996339,way/28996339,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-10-27
id_loc547914725,way/547914725,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-04-07
id_loc547914722,way/547914722,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-04-07
id_loc531392897,way/531392897,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-04-07
id_loc26721606,way/26721606,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-06-12
id_loc923418004,way/923418004,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2022-10-27
id_loc923418003,way/923418003,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-10-27
id_loc26703026,way/26703026,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-10-27
id_loc281125786,way/281125786,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-14
id_loc923418001,way/923418001,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-03-14
id_loc923418002,way/923418002,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2022-09-05
id_loc381133896,way/381133896,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-11-18
id_loc104394001,way/104394001,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-09-05
id_loc930338577,way/930338577,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-04-13
id_loc1115530940,way/1115530940,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-11-19
id_loc228299104,way/228299104,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2022-11-19
id_loc97668288,way/97668288,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-04-13
id_loc96930239,way/96930239,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2022-11-19
id_loc293818929,way/293818929,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-12-18
id_loc97238960,way/97238960,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2023-02-09
id_loc1115530928,way/1115530928,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-12-18
id_loc116937149,way/116937149,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-12-15
id_loc121173626,way/121173626,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2014-04-29
id_loc381133897,way/381133897,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-04-13
id_loc919205173,way/919205173,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-04-13
id_loc218327605,way/218327605,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2015-12-04
id_loc200494568,way/200494568,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2013-01-10
id_loc119607710,way/119607710,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-03-03
id_loc130036716,way/130036716,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2016-02-26
id_loc338399239,way/338399239,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-05-04
id_loc396905565,way/396905565,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-09-27
id_loc244183685,way/244183685,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-27
id_loc244183681,way/244183681,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-27
id_loc922162884,way/922162884,34337,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34337,AUCUN,,EN SERVICE,2021-03-25
id_loc415223026,way/415223026,34337,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34337,AUCUN,,EN SERVICE,2019-03-05
id_loc922162888,way/922162888,34337,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34337,AUCUN,,EN SERVICE,2023-05-18
id_loc922162885,way/922162885,34337,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34337,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-03-25
id_loc922162883,way/922162883,34337,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34337,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-11-29
