Departure,Return,Departure station,Return station,Covered distance (m),Duration (sec.)
2024-09-01 20:29:57,2024-09-01 21:47:44,vélostation Port Marianne,vélostation Port Marianne,8100.0,4660
2024-09-01 20:29:33,2024-09-01 21:47:53,vélostation Port Marianne,vélostation Port Marianne,8035.0,4695
2024-09-01 20:28:34,2024-09-01 20:36:22,vélostation Aiguelongue,vélostation Corum,1572.0,463
2024-09-01 20:26:39,2024-09-01 20:33:21,vélostation Renouvier,vélostation Comédie,1157.0,397
2024-09-01 20:21:40,2024-09-01 22:41:24,vélostation Boutonnet,vélostation Boutonnet,2607.0,8380
2024-09-01 20:19:49,2024-09-01 20:38:47,vélostation Emile Combes,vélostation Saint-Denis,2162.0,1133
2024-09-01 20:19:09,2024-09-01 20:26:00,vélostation Charles Flahault,vélostation Place Albert 1er - St Charles,1754.0,407
2024-09-01 20:15:45,2024-09-01 20:20:40,vélostation Pont de Lattes - Gare Saint-Roch,vélostation Médiathèque Emile Zola,1174.0,290
2024-09-01 20:12:33,2024-09-01 20:33:30,vélostation Plan Cabanes,vélostation Plan Cabanes,3567.0,1254
2024-09-01 20:08:20,2024-09-01 21:14:37,vélostation Halles Castellane,vélostation Halles Castellane,2025.0,3972
2024-09-01 20:08:04,2024-09-01 20:38:01,vélostation Halles Castellane,vélostation Halles Castellane,2066.0,1792
2024-09-01 20:06:08,2024-09-01 20:31:56,vélostation Vert Bois,vélostation Vert Bois,2025.0,1544
2024-09-01 20:05:55,2024-09-01 20:06:17,vélostation Père Soulas,vélostation Père Soulas,0.0,18
2024-09-01 20:04:59,2024-09-01 20:05:22,vélostation Père Soulas,vélostation Père Soulas,0.0,18
